一级标签,二级标签,标签定义,用户问题,标准回答,回答来源,法规依据,依据编码,关键词,同义词,风险等级,适用场景,备注
安全用气,设备安全,,热水器出现漏水正常吗？,"关于""热水器出现漏水正常吗？""，燃气设备应选购正规品牌具有CCC认证的产品。燃气灶判废年限8年，热水器6-8年。超期设备存在安全隐患应及时更换。日常注意保持设备清洁和定期检查。如有异常拨打0734-8677777报修。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,设备安全,,壁挂炉如何保养？,"关于""壁挂炉如何保养？""，燃气设备应选购正规品牌具有CCC认证的产品。燃气灶判废年限8年，热水器6-8年。超期设备存在安全隐患应及时更换。日常注意保持设备清洁和定期检查。如有异常拨打0734-8677777报修。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,设备安全,,壁挂炉使用年限是多久？,"关于""壁挂炉使用年限是多久？""，燃气设备应选购正规品牌具有CCC认证的产品。燃气灶判废年限8年，热水器6-8年。超期设备存在安全隐患应及时更换。日常注意保持设备清洁和定期检查。如有异常拨打0734-8677777报修。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,设备安全,,什么情况下壁挂炉需要更换？,"关于""什么情况下壁挂炉需要更换？""，燃气设备应选购正规品牌具有CCC认证的产品。燃气灶判废年限8年，热水器6-8年。超期设备存在安全隐患应及时更换。日常注意保持设备清洁和定期检查。如有异常拨打0734-8677777报修。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,设备安全,,壁挂炉出现取暖正常吗？,"关于""壁挂炉出现取暖正常吗？""，燃气设备应选购正规品牌具有CCC认证的产品。燃气灶判废年限8年，热水器6-8年。超期设备存在安全隐患应及时更换。日常注意保持设备清洁和定期检查。如有异常拨打0734-8677777报修。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,设备安全,,壁挂炉出现故障正常吗？,"关于""壁挂炉出现故障正常吗？""，燃气设备应选购正规品牌具有CCC认证的产品。燃气灶判废年限8年，热水器6-8年。超期设备存在安全隐患应及时更换。日常注意保持设备清洁和定期检查。如有异常拨打0734-8677777报修。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,设备安全,,壁挂炉冬季防冻怎么做？,燃气壁挂炉冬季防冻措施：1.保持壁挂炉通电通水通气三通状态；2.不要关闭壁挂炉电源-壁挂炉自带防冻保护功能通电状态下当水温低于5摄氏度时自动启动循环泵防冻；3.如长期不用建议请专业人员排空系统内水后再关机防止管路冻裂；4.切勿在壁挂炉附近堆放杂物保持通风散热空间。,衡阳市天然气有限责任公司,GB 6932-2015,,,,中,,
安全用气,设备安全,,灶具有两个灶眼一个正常一个不正常怎么办？,不正常灶眼须停用并检修。原因可能是：分火器变形、火盖堵塞、风门调节不当、点火针或热电偶故障等。两个灶眼共用同一进气管路但各灶眼的燃烧器是独立的故障不互相影响。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,买了二手燃气灶可以用吗？,不建议购买二手燃气灶。原因：1.无法确认灶具使用年限（超过8年必须报废）；2.可能已被损坏且无熄火保护；3.气源种类可能与您家不匹配；4.无保修服务。建议购买新灶具安全更有保障且价格并不贵（普通家用灶200-500元）。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
上门服务,安装点火,,燃气灶点火器坏了可以自己换吗？,点火器属于低压电子元件可以自行更换（前提是关闭灶前阀且灶具已断电/卸下电池）。但涉及燃气管路接口的维修必须由专业人员操作。如不确定请打客服热线预约报修。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,长期外出前燃气要做哪些准备？,长期外出（春节返乡出国旅行等超过7天不在家）前请务必：1.关闭表前燃气总阀和所有灶前阀；2.确认灶具旋钮在关闭位置；3.如为IC卡表用户可将IC卡取出随身携带或交由亲友保管；4.留下紧急联系电话给物业或邻居。返回后使用燃气前先打开窗户通风10分钟再缓慢开启表前阀用肥皂水检查各接口无泄漏后正常使用。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
转人工,超出范围,,台风暴雨天气用气有什么注意事项？,极端天气用气安全：1.检查热水器排烟管是否牢固防止大风吹落；2.如小区或家中进水不要立即使用燃气-水可能进入地下管沟导致管道受损或漏气；3.如燃气表被水浸泡过须请燃气公司检查后方可恢复使用；4.雷暴天气不要到室外操作燃气调压箱和阀门。,衡阳市天然气有限责任公司,CJJ 51-2016,,,,中,,
安全用气,用气常识,,安全用气-设备使用-常见问题1：我想要了解安全用气中关于设备使用方面的详细信息，请问有什么需要注意的？,关于安全用气设备使用方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,安全用气-设备使用-常见问题2：我想要了解安全用气中关于设备使用方面的详细信息，请问有什么需要注意的？,关于安全用气设备使用方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,安全用气-设备使用-常见问题3：我想要了解安全用气中关于设备使用方面的详细信息，请问有什么需要注意的？,关于安全用气设备使用方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,关于安全用气的设备使用有几种方式,感谢您的咨询。关于安全用气的设备使用问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,请帮我解释安全用气的设备使用怎样办理,感谢您的咨询。关于安全用气的设备使用问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,安全用气的设备使用有没有优惠,感谢您的咨询。关于安全用气的设备使用问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,想问的是安全用气的设备使用有什么特殊要求,感谢您的咨询。关于安全用气的设备使用问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,能否说明安全用气的设备使用怎么预约,感谢您的咨询。关于安全用气的设备使用问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,设施保护,,燃气灶的熄火保护怎么测试是否正常？,熄火保护装置测试方法：点燃燃气灶任一灶眼调至最小火；等待约30秒让热电偶探头充分受热；用嘴吹灭火焰或用湿布盖灭火焰；观察并倾听正常灶具应在30-60秒内听到轻微的咔哒声（电磁阀关闭）且不再有燃气流出的嘶嘶声；如火焰熄灭后超过60秒仍能听到出气声或闻到燃气味说明熄火保护装置已失效该灶具必须立即停用并更换！这是国家强制安全功能失效的灶具是重大安全隐患。,国家级法规,GB 16410-2020,,,,高,,
安全用气,用气常识,,燃气灶使用中锅底被烧黑是什么原因？,锅底被烧黑的原因及处理：火焰发黄（风门调节不当）调节灶具底部风门增加进风量使火焰变蓝；火盖堵塞拆下火盖用牙刷或细针清理每个火孔；燃气气质变化临时现象一般持续1-2天后恢复正常；锅具底部沾有油渍或水渍使用前擦干锅底。长期锅底发黑不仅浪费燃气弄脏厨房更可能意味燃烧不完全产生一氧化碳应重视排查。,国家级法规,GB 16410-2020,,,,中,,
安全用气,用气常识,,燃气灶钢化玻璃面板如何保养？,保养建议：每次使用后待面板冷却后用湿软布擦拭不要用钢丝球或硬物刮擦；避免滚烫的锅具直接放在面板上使用隔热垫；面板如有油污用中性清洁剂清洗不要用强酸强碱清洁剂；避免面板受到剧烈撞击或重物敲击。钢化玻璃面板虽然耐热耐冲击但也有爆裂的极小概率一旦出现裂纹立即停用更换。,国家级法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,壁挂炉冬天设定多少度比较节能？,壁挂炉供暖设定建议：有人在家时室温18-20摄氏度；夜间睡眠时16-18摄氏度；外出超过半天时可调至防冻模式（5-10摄氏度）。每降低1摄氏度可节省约5%-8%的燃气。地暖升温慢不宜频繁开关建议保持恒温运行。,衡阳市天然气有限责任公司,GB 50028-2020,,,,低,,
政策咨询,地方政策,,灶具的能效等级对省气有多大影响？,一级能效灶具热效率大于等于63%二级大于等于59%三级大于等于55%。一级比三级每年大约可节省10%-15%的燃气量。以年用气300立方米计算一级灶具比三级每年省约30-45立方米折合约85-130元。灶具一般用8年以上能效差价可以回收。选购时建议至少选二级以上。,国家级法规,GB 16410-2020,,,,低,,
安全用气,用气常识,,报修服务-常见代码-常见问题1：我想要了解报修服务中关于常见代码方面的详细信息，请问有什么需要注意的？,关于报修服务常见代码方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,报修服务-常见代码-常见问题2：我想要了解报修服务中关于常见代码方面的详细信息，请问有什么需要注意的？,关于报修服务常见代码方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,报修服务-常见代码-常见问题3：我想要了解报修服务中关于常见代码方面的详细信息，请问有什么需要注意的？,关于报修服务常见代码方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
上门服务,故障报修,,劳驾问问报修服务的常见代码能代办吗,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,想问的是报修服务的常见代码还能改吗,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,请问报修服务的常见代码费用怎么算,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
政策咨询,法律法规,,求教报修服务的常见代码有什么规定,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,报修服务的常见代码能申请加急吗,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,可以介绍报修服务的常见代码有没有时间要求,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,报修服务的常见代码靠谱吗,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,想请教报修服务的常见代码是否收费,感谢您的咨询。关于报修服务的常见代码问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
安全用气,用气常识,,报修服务-报修渠道-常见问题1：我想要了解报修服务中关于报修渠道方面的详细信息，请问有什么需要注意的？,关于报修服务报修渠道方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,报修服务-报修渠道-常见问题2：我想要了解报修服务中关于报修渠道方面的详细信息，请问有什么需要注意的？,关于报修服务报修渠道方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,报修服务-报修渠道-常见问题3：我想要了解报修服务中关于报修渠道方面的详细信息，请问有什么需要注意的？,关于报修服务报修渠道方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
上门服务,故障报修,,报修服务的报修渠道有没有时间要求,感谢您的咨询。关于报修服务的报修渠道问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,想请教报修服务的报修渠道靠谱吗,感谢您的咨询。关于报修服务的报修渠道问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,关于报修服务的报修渠道是否收费,感谢您的咨询。关于报修服务的报修渠道问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,我想了解报修服务的报修渠道找哪个部门,感谢您的咨询。关于报修服务的报修渠道问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,帮忙解答报修服务的报修渠道有什么政策,感谢您的咨询。关于报修服务的报修渠道问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,报修服务的报修渠道周末能办吗,感谢您的咨询。关于报修服务的报修渠道问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,能不能讲讲报修服务的报修渠道需要什么条件,感谢您的咨询。关于报修服务的报修渠道问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,微信上报修和打电话报修哪个响应更快？,紧急情况（漏气起火等）直接打电话最快24小时热线0734-8677777按1直接接通抢险调度。一般维修两个渠道响应速度差不多都统一进入工单系统。微信报修的优势是可以上传故障照片维修师傅可以提前备料有利于一次性修好。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,设施保护,,燃气灶具的熄火保护装置如何测试？,测试方法：1.点燃燃气灶调至小火档；2.等待约30秒让热电偶充分受热；3.吹灭火焰或故意让火熄灭；4.观察灶具是否在60秒内自动关闭燃气（听不到出气声即为关闭）。如火焰熄灭后燃气仍在持续泄漏（能听到嘶嘶气声或闻到燃气味）说明熄火保护装置失效，灶具存在重大安全隐患须立即停用并更换！,国家级法规,GB 16410-2020,,,,高,,
安全用气,泄漏处置,,家里有燃气味但找不到泄漏点？,如闻到燃气味但用肥皂水找不到漏点请立即：1.关闭表前燃气总阀；2.打开门窗通风；3.人员撤离到室外；4.拨打抢修电话0734-8677777。不要继续自行查找！专业人员配有高精度气体检测仪（PPM级）可以精准定位泄漏点-可能是墙内隐藏管道、燃气表内部微漏、立管管井内泄漏等用户无法自行检查的位置。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条第三十三条,,,,高,,
安全用气,泄漏处置,,闻到煤气味但排查了所有接口都没找到漏点？,如果闻到燃气味但找不到漏点：1.立即关闭表前总阀；2.打开门窗通风；3.撤离到室外；4.拨打抢修电话0734-8677777。不要继续自行查找！专业人员配有PPM级高精度气体检测仪可精准定位墙内隐藏管道、燃气表内部微漏、立管管井内泄漏等。隐患不排除不得继续使用燃气。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条第三十三条,,,,高,,
上门服务,紧急抢修,,燃气灶打不着火怎么排查？,逐项排查：1.检查灶前阀是否开启（手柄与管道平行=开垂直=关）；2.查看燃气表液晶屏剩余金额显示0.00说明余额用尽；3.检查燃气表是否显示Err或欠压需更换表内4节5号碱性电池；4.脉冲点火灶电池耗尽也无法点火换新电池；5.检查火盖拆下内外火盖用细针清理火孔中油垢积碳；6.检查熄火保护探头用湿布擦拭探头表面氧化层。全部排查仍无法点火拨打0734-8677777。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气热水器不出热水或水温忽冷忽热？,排查步骤：1.确认燃气阀门开启且户内供气正常；2.检查热水器进水阀是否开启（蓝色旋钮）；3.检查热水器显示屏错误代码：E1-点火失败检查燃气，E2-过热保护水路过小，E3-风机故障排气不畅，E4-水压过低需进水增压；4.水压过低的考虑加装增压泵；5.热水器超过8年建议更换。注意：维修涉及燃气和电路须由专业人员操作用户切勿自行拆机。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 6932-2015,,,,中,,
上门服务,故障报修,,什么渠道报修最快？,按响应速度排序：最快捷-拨打24小时客服热线0734-8677777按1（户外抢险及夜间报修）或按2（咨询安装维修点火）；次快捷-微信公众号掌上营业厅燃气报修（支持上传故障照片）；备用-前往最近营业厅现场报修。所有渠道统一录入工单系统按紧急程度智能调度派单。紧急报修（漏气等）建议直接电话报修响应最快。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条；CJJ 51-2016,,,,中,,
上门服务,故障报修,,报修后多久能上门收费吗？,一般故障（阀门更换灶具维修等）：报修后24小时内上门；紧急抢修（管道泄漏爆管）：市区30分钟到达郊区60分钟。收费：属燃气公司产权部分（表前管道燃气表等）维修免费；属用户产权部分（灶具热水器灶前阀表后管等）维修收取材料费和人工费，工作人员会出示收费标准清单并在维修前告知预估费用。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条；CJJ 51-2016,,,,中,,
上门服务,故障报修,,灶前阀拧不动了怎么办？,铜球阀长期不操作可能出现卡涩。切勿用蛮力或扳手强行拧动可能损坏阀芯密封面造成泄漏！可用少量WD-40润滑剂喷入阀杆缝隙等待5分钟后轻拧。如仍无法操作拨打客服热线报修。建议每月至少操作一次灶前阀保持阀芯灵活。,国家级法规,GB 50028-2020,,,,中,,
上门服务,紧急抢修,,燃气灶点不着火怎么办？,逐项排查：1.检查灶前阀是否开启（手柄与管道平行=开垂直=关）；2.查看燃气表液晶屏剩余金额显示0.00说明余额用尽；3.检查燃气表是否显示Err或欠压需更换表内4节5号碱性电池；4.脉冲点火灶电池耗尽也无法点火换新电池；5.检查火盖拆下内外火盖用细针清理火孔中油垢积碳；6.检查熄火保护探头用湿布擦拭探头表面氧化层。全部排查仍无法点火拨打0734-8677777。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,中,,
上门服务,故障报修,,煤气灶打不燃是什么原因？,逐项排查：1.检查灶前阀是否开启（手柄与管道平行=开垂直=关）；2.查看燃气表液晶屏剩余金额显示0.00说明余额用尽；3.检查燃气表是否显示Err或欠压需更换表内4节5号碱性电池；4.脉冲点火灶电池耗尽也无法点火换新电池；5.检查火盖拆下内外火盖用细针清理火孔中油垢积碳；6.检查熄火保护探头用湿布擦拭探头表面氧化层。全部排查仍无法点火拨打0734-8677777。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,中,,
安全用气,设备安全,,灶具不打火怎么修？,逐项排查：1.检查灶前阀是否开启（手柄与管道平行=开垂直=关）；2.查看燃气表液晶屏剩余金额显示0.00说明余额用尽；3.检查燃气表是否显示Err或欠压需更换表内4节5号碱性电池；4.脉冲点火灶电池耗尽也无法点火换新电池；5.检查火盖拆下内外火盖用细针清理火孔中油垢积碳；6.检查熄火保护探头用湿布擦拭探头表面氧化层。全部排查仍无法点火拨打0734-8677777。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,中,,
上门服务,故障报修,,燃气灶没反应怎么回事？,逐项排查：1.检查灶前阀是否开启（手柄与管道平行=开垂直=关）；2.查看燃气表液晶屏剩余金额显示0.00说明余额用尽；3.检查燃气表是否显示Err或欠压需更换表内4节5号碱性电池；4.脉冲点火灶电池耗尽也无法点火换新电池；5.检查火盖拆下内外火盖用细针清理火孔中油垢积碳；6.检查熄火保护探头用湿布擦拭探头表面氧化层。全部排查仍无法点火拨打0734-8677777。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,中,,
上门服务,故障报修,,打火没气是什么问题？,逐项排查：1.检查灶前阀是否开启（手柄与管道平行=开垂直=关）；2.查看燃气表液晶屏剩余金额显示0.00说明余额用尽；3.检查燃气表是否显示Err或欠压需更换表内4节5号碱性电池；4.脉冲点火灶电池耗尽也无法点火换新电池；5.检查火盖拆下内外火盖用细针清理火孔中油垢积碳；6.检查熄火保护探头用湿布擦拭探头表面氧化层。全部排查仍无法点火拨打0734-8677777。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,中,,
上门服务,安装点火,,燃气灶点火失败怎么办？,逐项排查：1.检查灶前阀是否开启（手柄与管道平行=开垂直=关）；2.查看燃气表液晶屏剩余金额显示0.00说明余额用尽；3.检查燃气表是否显示Err或欠压需更换表内4节5号碱性电池；4.脉冲点火灶电池耗尽也无法点火换新电池；5.检查火盖拆下内外火盖用细针清理火孔中油垢积碳；6.检查熄火保护探头用湿布擦拭探头表面氧化层。全部排查仍无法点火拨打0734-8677777。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,中,,
安全用气,设备安全,,换了新灶具后通气量变小了是什么原因？,可能原因：1.新灶具燃气管接口处的密封垫圈未安装到位部分堵塞气路；2.灶前阀未完全开启；3.新灶具能效等级更高（一级能效）火力设计本就偏小属于正常；4.灶具自带的气压稳压阀与新气源不匹配。建议联系灶具厂商售后或拨打客服热线请燃气公司专业人员检查。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
上门服务,安装点火,,燃气灶点火时啪啪响但不着火？,可能原因及处理：1.火盖未放平或火孔堵塞-拆下火盖清洗并用牙签通透火孔；2.点火针位置偏移-调整点火针与火盖出气孔距离（一般4-6mm）；3.点火针脏污或受潮-用干布擦拭点火针表面；4.电池电量不足-更换新电池（一般1号碳性电池）。以上都无效的可能点火器损坏须更换。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气热水器底部漏水是坏了吗？,热水器底部漏水可能原因：1.安全阀泄压排水（正常）-水温过高或水压过大时自动排水保护属于正常；2.内部管路接头松动漏水-需紧固或更换密封圈；3.热交换器穿孔漏水-严重故障须更换热水器。无法判断的请停用报修。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
安全用气,设备安全,,停气恢复后灶具有气但点不着？,可能是管道中混有空气。解决方法：先开窗通风，按住灶具旋钮多次点火（每次间隔30秒以上），让管道中的空气排出天然气到达灶具后即可点燃。如反复尝试后仍不成功检查表前阀和灶前阀是否完全打开。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
安全用气,设备安全,,灶具点火时需要等很久才能点着是什么原因？,可能原因：1.火盖火孔半堵导致燃气流速不足；2.点火针位置偏移距离火盖过远；3.电池电压不足（脉冲点火器）；4.灶前阀未完全打开。建议先清洁火盖和调整点火针位置。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
上门服务,故障报修,,IC卡表提示ERR是什么故障？,IC卡表ERR通常为：ERR+数字=卡读取错误（重新插卡或擦拭IC卡芯片）；ERR+电量符号=表内电池不足（更换电池）；ERR+锁=阀门锁定（联系客服解锁）。具体代码因表型而异，建议拍照联系客服确认。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第三十三条,,,,中,,
